cost 0.00153333
0	0
6.61211E-21	3.09815E-15
2.3287E-20	9.80282E-15
6.49204E-20	2.4168E-14
1.67835E-19	5.46399E-14
4.19703E-19	1.18635E-13
1.02997E-18	2.51696E-13
2.49394E-18	5.25607E-13
5.97086E-18	1.08386E-12
1.41464E-17	2.21028E-12
3.31789E-17	4.46055E-12
7.70453E-17	8.9112E-12
1.77143E-16	1.76262E-11
4.03282E-16	3.45218E-11
9.09085E-16	6.69507E-11
2.02916E-15	1.28575E-10
4.48481E-15	2.44512E-10
9.81503E-15	4.60463E-10
2.12696E-14	8.58701E-10
4.56406E-14	1.58579E-09
9.69766E-14	2.90008E-09
2.04037E-13	5.25214E-09
4.25088E-13	9.41955E-09
8.76957E-13	1.67299E-08
1.79147E-12	2.9426E-08
3.62389E-12	5.12562E-08
7.25899E-12	8.84185E-08
1.43985E-11	1.51052E-07
2.82811E-11	2.55563E-07
5.50071E-11	4.28218E-07
1.05947E-10	7.10609E-07
2.0207E-10	1.16789E-06
3.81653E-10	1.901E-06
7.1382E-10	3.06462E-06
1.3221E-09	4.8932E-06
2.42493E-09	7.73813E-06
4.40451E-09	1.21203E-05
7.92247E-09	1.88031E-05
1.41121E-08	2.8893E-05
2.48942E-08	4.39756E-05
4.3489E-08	6.62969E-05
7.52387E-08	9.90022E-05
1.2891E-07	0.000146446
2.18737E-07	0.000214584
3.67578E-07	0.00031147
6.11753E-07	0.000447863
1.00833E-06	0.000637961
1.64604E-06	0.000900274
2.66129E-06	0.001258635
4.26148E-06	0.001743339
6.75858E-06	0.002392408
1.06165E-05	0.00325293
1.65175E-05	0.00438244
2.54539E-05	0.005850269
3.88522E-05	0.007738771
5.87404E-05	0.010144334
8.79684E-05	0.013178037
0.000130495	0.016965831
0.000191755	0.021648106
0.000279123	0.027378498
0.000402485	0.034321845
0.000574938	0.042651183
0.000813619	0.052543752
0.001140674	0.064176032
0.001584364	0.077717869
0.002180296	0.093325875
0.002972744	0.1111363
0.004016027	0.131257701
0.005375873	0.153763746
0.007130702	0.178686569
0.00937271	0.206011075
0.012208645	0.235670618
0.015760151	0.267544406
0.020163527	0.301456915
0.025568783	0.33717953
0.032137849	0.374434448
0.04004187	0.412900802
0.049457506	0.452222795
0.060562242	0.492019493
0.073528775	0.531895865
0.088518601	0.571454498
0.105675007	0.610307446
0.125115763	0.648087601
0.146925831	0.684459044
0.171150504	0.719125896
0.197789381	0.751839269
0.22679158	0.782402081
0.258052592	0.810671594
0.291413062	0.836559708
0.326659754	0.860031139
0.363528776	0.881099743
0.401711061	0.899823328
0.440859936	0.916297337
0.48060047	0.930647825
0.520540204	0.943024133
0.560280738	0.95359164
0.599429613	0.962524923
0.637611898	0.970001566
0.67448092	0.976196823
0.709727612	0.981279225
0.743088082	0.985407188
0.774349093	0.988726587
0.803351293	0.991369242
0.82999017	0.993452189
0.854214843	0.995077638
0.876024911	0.996333452
0.895465666	0.997294034
0.912622073	0.99802148
0.927611899	0.998566891
0.940578432	0.99897175
0.951683168	0.999269287
0.961098804	0.999485776
0.969002825	0.999641726
0.975571891	0.99975295
0.980977146	0.999831484
0.985380523	0.999886386
0.988932029	0.999924384
0.991767964	0.999950421
0.994009971	0.999968086
0.995764801	0.99997995
0.997124647	0.999987839
0.998167929	0.999993034
0.998960377	0.999996419
0.99955631	0.999998604
1	1
