cost 0.095
0	0
6.61211E-21	5.08814E-11
2.3287E-20	1.46896E-10
6.49204E-20	3.26274E-10
1.67835E-19	6.58063E-10
4.19703E-19	1.26565E-09
1.02997E-18	2.36723E-09
2.49394E-18	4.34455E-09
5.97086E-18	7.8585E-09
1.41464E-17	1.40411E-08
3.31789E-17	2.48109E-08
7.70453E-17	4.33845E-08
1.77143E-16	7.5098E-08
4.03282E-16	1.28708E-07
9.09085E-16	2.18433E-07
2.02916E-15	3.67105E-07
4.48481E-15	6.11001E-07
9.81503E-15	1.00713E-06
2.12696E-14	1.64411E-06
4.56406E-14	2.6582E-06
9.69766E-14	4.25657E-06
2.04037E-13	6.75082E-06
4.25088E-13	1.06043E-05
8.76957E-13	1.64986E-05
1.79147E-12	2.54248E-05
3.62389E-12	3.88078E-05
7.25899E-12	5.86734E-05
1.43985E-11	8.78681E-05
2.82811E-11	0.000130346
5.50071E-11	0.000191536
1.05947E-10	0.000278805
2.0207E-10	0.000402026
3.81653E-10	0.000574283
7.1382E-10	0.000812692
1.3221E-09	0.001139374
2.42493E-09	0.001582559
4.40451E-09	0.002177812
7.92247E-09	0.002969357
1.41121E-08	0.004011451
2.48942E-08	0.005369748
4.3489E-08	0.007122578
7.52387E-08	0.009362031
1.2891E-07	0.012194735
2.18737E-07	0.015742194
3.67578E-07	0.020140554
6.11753E-07	0.02553965
1.00833E-06	0.032101232
1.64604E-06	0.039996247
2.66129E-06	0.049401155
4.26148E-06	0.060493239
6.75858E-06	0.073444998
1.06165E-05	0.088417745
1.65175E-05	0.105554604
2.54539E-05	0.12497321
3.88522E-05	0.146758427
5.87404E-05	0.1709555
8.79684E-05	0.197564025
0.000130495	0.22653318
0.000191755	0.257758574
0.000279123	0.291081034
0.000402485	0.326287567
0.000574938	0.363114581
0.000813619	0.401253362
0.001140674	0.440357632
0.001584364	0.480052887
0.002180296	0.519947115
0.002972744	0.559642369
0.004016027	0.598746639
0.005375873	0.636885421
0.007130702	0.673712435
0.00937271	0.708918967
0.012208645	0.742241428
0.015760151	0.773466821
0.020163527	0.802435976
0.025568783	0.829044501
0.032137849	0.853241574
0.04004187	0.875026792
0.049457506	0.894445397
0.060562242	0.911582256
0.073528775	0.926555003
0.088518601	0.939506763
0.105675007	0.950598846
0.125115763	0.960003754
0.146925831	0.96789877
0.171150504	0.974460351
0.197789381	0.979859448
0.22679158	0.984257807
0.258052592	0.987805267
0.291413062	0.99063797
0.326659754	0.992877423
0.363528776	0.994630254
0.401711061	0.99598855
0.440859936	0.997030644
0.48060047	0.997822189
0.520540204	0.998417442
0.560280738	0.998860627
0.599429613	0.999187309
0.637611898	0.999425718
0.67448092	0.999597975
0.709727612	0.999721197
0.743088082	0.999808465
0.774349093	0.999869655
0.803351293	0.999912133
0.82999017	0.999941328
0.854214843	0.999961193
0.876024911	0.999974576
0.895465666	0.999983503
0.912622073	0.999989397
0.927611899	0.99999325
0.940578432	0.999995745
0.951683168	0.999997343
0.961098804	0.999998357
0.969002825	0.999998994
0.975571891	0.99999939
0.980977146	0.999999634
0.985380523	0.999999783
0.988932029	0.999999873
0.991767964	0.999999926
0.994009971	0.999999958
0.995764801	0.999999976
0.997124647	0.999999987
0.998167929	0.999999993
0.998960377	0.999999997
0.99955631	0.999999999
1	1
